
时间: 2017-8-17 16:4:45,系统库存: 0，库存变化: 0 
时间: 2017-8-18 8:16:48,系统库存: 0，库存变化: 0 
时间: 2017-8-18 8:17:24,系统库存: 0，库存变化: 0 
时间: 2017-8-18 8:17:59,系统库存: 0，库存变化: 0 
时间: 2017-8-18 8:18:34,系统库存: 0，库存变化: 0 
时间: 2017-8-18 8:19:9,系统库存: 0，库存变化: 0 
时间: 2017-8-18 8:19:44,系统库存: 0，库存变化: 0 
时间: 2017-8-18 8:20:19,系统库存: 0，库存变化: 0 
时间: 2017-8-18 8:20:54,系统库存: 0，库存变化: 0 
时间: 2017-8-18 8:21:29,系统库存: 0，库存变化: 0 
时间: 2017-8-18 8:22:4,系统库存: 0，库存变化: 0 
时间: 2017-8-18 8:22:40,系统库存: 0，库存变化: 0 
时间: 2017-8-18 8:23:15,系统库存: 0，库存变化: 0 
时间: 2017-8-18 8:23:50,系统库存: 0，库存变化: 0 
时间: 2017-8-18 8:24:25,系统库存: 0，库存变化: 0 
时间: 2017-8-18 8:25:0,系统库存: 0，库存变化: 0 
时间: 2017-8-18 8:25:35,系统库存: 0，库存变化: 0 
时间: 2017-8-18 8:26:10,系统库存: 0，库存变化: 0 
时间: 2017-8-18 8:26:45,系统库存: 0，库存变化: 0 
时间: 2017-8-18 8:27:20,系统库存: 0，库存变化: 0 
时间: 2017-8-18 8:27:55,系统库存: 0，库存变化: 0 
时间: 2017-8-18 8:28:31,系统库存: 0，库存变化: 0 
时间: 2017-8-18 8:29:6,系统库存: 0，库存变化: 0 
时间: 2017-8-18 8:29:41,系统库存: 0，库存变化: 0 
时间: 2017-8-18 8:30:16,系统库存: 0，库存变化: 0 
时间: 2017-8-18 8:30:51,系统库存: 0，库存变化: 0 
时间: 2017-8-18 8:31:26,系统库存: 0，库存变化: 0 
时间: 2017-8-18 8:32:1,系统库存: 0，库存变化: 0 
时间: 2017-8-18 8:32:36,系统库存: 0，库存变化: 0 
时间: 2017-8-18 8:33:11,系统库存: 0，库存变化: 0 
时间: 2017-8-18 8:33:46,系统库存: 0，库存变化: 0 
时间: 2017-8-18 8:34:22,系统库存: 0，库存变化: 0 
时间: 2017-8-18 8:34:57,系统库存: 0，库存变化: 0 
时间: 2017-8-18 8:35:32,系统库存: 0，库存变化: 0 
时间: 2017-8-18 8:36:7,系统库存: 0，库存变化: 0 
时间: 2017-8-18 8:36:42,系统库存: 0，库存变化: 0 
时间: 2017-8-18 8:37:17,系统库存: 0，库存变化: 0 
时间: 2017-8-18 8:37:52,系统库存: 0，库存变化: 0 
时间: 2017-8-18 8:38:27,系统库存: 0，库存变化: 0 
时间: 2017-8-18 8:39:2,系统库存: 0，库存变化: 0 
时间: 2017-8-18 8:39:38,系统库存: 0，库存变化: 0 
时间: 2017-8-18 8:40:13,系统库存: 0，库存变化: 0 
时间: 2017-8-18 8:40:48,系统库存: 0，库存变化: 0 
时间: 2017-8-18 8:41:23,系统库存: 0，库存变化: 0 
时间: 2017-8-18 8:41:58,系统库存: 0，库存变化: 0 
时间: 2017-8-18 8:42:33,系统库存: 0，库存变化: 0 
时间: 2017-8-18 8:43:8,系统库存: 0，库存变化: 0 
时间: 2017-8-18 8:43:43,系统库存: 0，库存变化: 0 
时间: 2017-8-18 8:44:18,系统库存: 0，库存变化: 0 
时间: 2017-8-18 8:44:53,系统库存: 0，库存变化: 0 
时间: 2017-8-18 8:45:29,系统库存: 0，库存变化: 0 
时间: 2017-8-18 8:46:4,系统库存: 0，库存变化: 0 
时间: 2017-8-18 8:46:39,系统库存: 0，库存变化: 0 
时间: 2017-8-18 8:47:14,系统库存: 0，库存变化: 0 
时间: 2017-8-18 8:47:49,系统库存: 0，库存变化: 0 
时间: 2017-8-18 8:48:24,系统库存: 0，库存变化: 0 
时间: 2017-8-18 8:48:59,系统库存: 0，库存变化: 0 
时间: 2017-8-18 8:49:34,系统库存: 0，库存变化: 0 
时间: 2017-8-18 8:50:9,系统库存: 0，库存变化: 0 
时间: 2017-8-18 8:50:44,系统库存: 0，库存变化: 0 
时间: 2017-8-18 8:51:19,系统库存: 0，库存变化: 0 
时间: 2017-8-18 8:51:55,系统库存: 0，库存变化: 0 
时间: 2017-8-18 8:52:30,系统库存: 0，库存变化: 0 
时间: 2017-8-18 8:53:5,系统库存: 0，库存变化: 0 
时间: 2017-8-18 8:53:40,系统库存: 0，库存变化: 0 
时间: 2017-8-18 8:54:15,系统库存: 0，库存变化: 0 
时间: 2017-8-18 8:54:50,系统库存: 0，库存变化: 0 
时间: 2017-8-18 8:55:25,系统库存: 0，库存变化: 0 
时间: 2017-8-18 8:56:0,系统库存: 0，库存变化: 0 
时间: 2017-8-18 8:56:35,系统库存: 0，库存变化: 0 
时间: 2017-8-18 8:57:10,系统库存: 0，库存变化: 0 
时间: 2017-8-18 8:57:45,系统库存: 0，库存变化: 0 
时间: 2017-8-18 8:58:20,系统库存: 0，库存变化: 0 
时间: 2017-8-18 8:58:55,系统库存: 0，库存变化: 0 
时间: 2017-8-18 8:59:30,系统库存: 0，库存变化: 0 
时间: 2017-8-18 9:0:5,系统库存: 0，库存变化: 0 
时间: 2017-8-18 9:0:40,系统库存: 0，库存变化: 0 
时间: 2017-8-18 9:1:15,系统库存: 0，库存变化: 0 
时间: 2017-8-18 9:1:50,系统库存: 0，库存变化: 0 
时间: 2017-8-18 9:2:25,系统库存: 0，库存变化: 0 
时间: 2017-8-18 9:3:0,系统库存: 0，库存变化: 0 
时间: 2017-8-18 9:3:35,系统库存: 0，库存变化: 0 
时间: 2017-8-18 9:4:10,系统库存: 0，库存变化: 0 
时间: 2017-8-18 9:4:45,系统库存: 0，库存变化: 0 
时间: 2017-8-18 9:5:20,系统库存: 0，库存变化: 0 
时间: 2017-8-18 9:5:55,系统库存: 0，库存变化: 0 
时间: 2017-8-18 9:6:31,系统库存: 0，库存变化: 0 
时间: 2017-8-18 9:7:6,系统库存: 0，库存变化: 0 
时间: 2017-8-18 9:7:41,系统库存: 0，库存变化: 0 
时间: 2017-8-18 9:8:16,系统库存: 0，库存变化: 0 
时间: 2017-8-18 9:8:51,系统库存: 0，库存变化: 0 
时间: 2017-8-18 10:52:45,系统库存: 0，库存变化: 0 
时间: 2017-8-18 10:53:20,系统库存: 0，库存变化: 0 
时间: 2017-8-18 10:53:55,系统库存: 0，库存变化: 0 
时间: 2017-8-18 10:54:30,系统库存: 0，库存变化: 0 
时间: 2017-8-18 10:55:5,系统库存: 0，库存变化: 0 
时间: 2017-8-18 10:55:51,系统库存: 0，库存变化: 10000 
时间: 2017-8-18 10:56:26,系统库存: 10000，库存变化: 10000 
时间: 2017-8-18 10:57:1,系统库存: 20000，库存变化: 0 
时间: 2017-8-18 10:57:36,系统库存: 20000，库存变化: 0 
时间: 2017-8-18 10:58:11,系统库存: 20000，库存变化: 0 
时间: 2017-8-18 10:58:46,系统库存: 20000，库存变化: 0 
时间: 2017-8-18 10:59:21,系统库存: 20000，库存变化: 0 
时间: 2017-8-18 10:59:56,系统库存: 20000，库存变化: 0 
时间: 2017-8-18 11:0:31,系统库存: 20000，库存变化: 0 
时间: 2017-8-18 11:1:6,系统库存: 20000，库存变化: 0 
时间: 2017-8-18 11:1:41,系统库存: 20000，库存变化: 0 
时间: 2017-8-18 11:2:16,系统库存: 20000，库存变化: 0 
时间: 2017-8-18 11:2:51,系统库存: 20000，库存变化: 0 
时间: 2017-8-18 11:3:26,系统库存: 20000，库存变化: 0 
时间: 2017-8-18 11:4:2,系统库存: 20000，库存变化: 0 
时间: 2017-8-18 11:4:37,系统库存: 20000，库存变化: 0 
时间: 2017-8-18 11:5:12,系统库存: 20000，库存变化: 0 
时间: 2017-8-18 11:5:47,系统库存: 20000，库存变化: 0 
时间: 2017-8-18 11:6:22,系统库存: 20000，库存变化: 0 
时间: 2017-8-18 11:6:57,系统库存: 20000，库存变化: 0 
时间: 2017-8-18 11:7:32,系统库存: 20000，库存变化: 0 
时间: 2017-8-18 11:8:7,系统库存: 20000，库存变化: 0 
时间: 2017-8-18 11:8:42,系统库存: 20000，库存变化: 0 
时间: 2017-8-18 11:9:17,系统库存: 20000，库存变化: 0 
时间: 2017-8-18 11:9:52,系统库存: 20000，库存变化: 0 
时间: 2017-8-18 11:10:27,系统库存: 20000，库存变化: 0 
时间: 2017-8-18 11:11:2,系统库存: 20000，库存变化: 0 
时间: 2017-8-18 11:11:37,系统库存: 20000，库存变化: 0 
时间: 2017-8-18 11:12:12,系统库存: 20000，库存变化: 0 
时间: 2017-8-18 11:12:47,系统库存: 20000，库存变化: 0 
时间: 2017-8-18 11:13:22,系统库存: 20000，库存变化: 0 
时间: 2017-8-18 11:13:57,系统库存: 20000，库存变化: 0 
时间: 2017-8-18 11:14:32,系统库存: 20000，库存变化: 0 
时间: 2017-8-18 11:15:7,系统库存: 20000，库存变化: 0 
时间: 2017-8-18 11:15:42,系统库存: 20000，库存变化: 0 
时间: 2017-8-18 11:16:17,系统库存: 20000，库存变化: 0 
时间: 2017-8-18 11:16:53,系统库存: 20000，库存变化: 0 
时间: 2017-8-18 11:17:28,系统库存: 20000，库存变化: 0 
时间: 2017-8-18 11:18:3,系统库存: 20000，库存变化: 0 
时间: 2017-8-18 11:18:38,系统库存: 20000，库存变化: 0 
时间: 2017-8-18 11:19:13,系统库存: 20000，库存变化: 0 
时间: 2017-8-18 11:19:48,系统库存: 20000，库存变化: 0 
时间: 2017-8-18 11:20:23,系统库存: 20000，库存变化: 0 
时间: 2017-8-18 11:21:2,系统库存: 20000，库存变化: 0 
时间: 2017-8-18 11:21:37,系统库存: 20000，库存变化: 0 
时间: 2017-8-18 11:24:20,系统库存: 0，库存变化: 10000 
时间: 2017-8-18 11:26:3,系统库存: 10000，库存变化: 10000 
时间: 2017-8-18 11:27:9,系统库存: 20000，库存变化: 10000 
时间: 2017-8-18 11:27:51,系统库存: 30000，库存变化: 0 
时间: 2017-8-18 11:28:32,系统库存: 30000，库存变化: 0 
时间: 2017-8-18 11:29:7,系统库存: 30000，库存变化: 0 
时间: 2017-8-18 11:29:42,系统库存: 30000，库存变化: 0 
时间: 2017-8-18 11:30:17,系统库存: 30000，库存变化: 0 
时间: 2017-8-18 11:30:52,系统库存: 30000，库存变化: 0 
时间: 2017-8-18 11:31:27,系统库存: 30000，库存变化: 0 
时间: 2017-8-18 11:32:2,系统库存: 30000，库存变化: 0 
时间: 2017-8-18 11:32:37,系统库存: 30000，库存变化: 0 
时间: 2017-8-18 11:33:12,系统库存: 30000，库存变化: 10000 
时间: 2017-8-18 11:33:48,系统库存: 40000，库存变化: 10000 
时间: 2017-8-18 11:34:23,系统库存: 50000，库存变化: 2000000 
时间: 2017-8-18 11:34:58,系统库存: 2050000，库存变化: 0 
时间: 2017-8-18 11:35:33,系统库存: 2050000，库存变化: -40000 
时间: 2017-8-18 11:36:8,系统库存: 2010000，库存变化: 0 
时间: 2017-8-18 11:36:43,系统库存: 2010000，库存变化: 0 
时间: 2017-8-18 11:37:18,系统库存: 2010000，库存变化: 0 
时间: 2017-8-18 11:37:53,系统库存: 2010000，库存变化: 0 
时间: 2017-8-18 11:38:28,系统库存: 2010000，库存变化: 0 
时间: 2017-8-18 11:39:3,系统库存: 2010000，库存变化: 0 
时间: 2017-8-18 11:39:38,系统库存: 2010000，库存变化: 0 
时间: 2017-8-18 11:40:13,系统库存: 2010000，库存变化: 0 
时间: 2017-8-18 11:40:48,系统库存: 2010000，库存变化: 0 
时间: 2017-8-18 11:41:23,系统库存: 2010000，库存变化: 0 
时间: 2017-8-18 11:41:58,系统库存: 2010000，库存变化: 0 
时间: 2017-8-18 11:42:33,系统库存: 2010000，库存变化: 0 
时间: 2017-8-18 11:43:8,系统库存: 2010000，库存变化: 0 
时间: 2017-8-18 11:43:43,系统库存: 2010000，库存变化: 0 
时间: 2017-8-18 11:44:18,系统库存: 2010000，库存变化: 0 
时间: 2017-8-18 11:44:53,系统库存: 2010000，库存变化: 0 
时间: 2017-8-18 11:45:28,系统库存: 2010000，库存变化: 0 
时间: 2017-8-18 11:46:3,系统库存: 2010000，库存变化: 0 
时间: 2017-8-18 11:46:39,系统库存: 2010000，库存变化: 0 
时间: 2017-8-18 11:47:14,系统库存: 2010000，库存变化: 0 
时间: 2017-8-18 11:47:49,系统库存: 2010000，库存变化: 0 
时间: 2017-8-18 11:48:24,系统库存: 2010000，库存变化: 0 
时间: 2017-8-18 11:48:59,系统库存: 2010000，库存变化: 0 
时间: 2017-8-18 11:49:34,系统库存: 2010000，库存变化: 0 
时间: 2017-8-18 11:50:9,系统库存: 2010000，库存变化: 0 
时间: 2017-8-18 11:50:44,系统库存: 2010000，库存变化: 0 
时间: 2017-8-18 11:51:19,系统库存: 2010000，库存变化: 0 
时间: 2017-8-18 11:51:54,系统库存: 2010000，库存变化: 0 
时间: 2017-8-18 11:52:29,系统库存: 2010000，库存变化: 0 
时间: 2017-8-18 11:53:4,系统库存: 2010000，库存变化: 0 
时间: 2017-8-18 11:53:39,系统库存: 2010000，库存变化: 0 
时间: 2017-8-18 11:54:14,系统库存: 2010000，库存变化: 0 
时间: 2017-8-18 11:54:49,系统库存: 2010000，库存变化: 10000 
时间: 2017-8-18 11:55:24,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 11:55:59,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 11:56:34,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 11:57:9,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 11:57:44,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 11:58:19,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 11:58:54,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 11:59:30,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 12:0:5,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 12:0:40,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 12:1:15,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 12:1:50,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 12:2:25,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 12:3:0,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 12:3:35,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 12:4:10,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 12:4:45,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 12:5:20,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 12:5:55,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 12:6:30,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 12:7:5,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 12:7:40,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 12:8:15,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 12:8:50,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 12:9:25,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 12:10:0,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 12:10:35,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 12:11:10,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 12:11:45,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 12:12:20,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 12:12:55,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 12:13:30,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 12:14:6,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 12:14:41,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 12:15:16,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 12:15:51,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 12:16:26,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 12:17:1,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 12:17:36,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 12:18:11,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 12:18:46,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 12:19:21,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 12:19:56,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 12:20:31,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 12:21:6,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 12:21:41,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 12:22:16,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 12:22:51,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 12:23:26,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 12:24:1,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 12:24:36,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 12:25:11,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 12:25:46,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 12:26:21,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 12:26:56,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 12:27:31,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 12:28:6,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 12:28:42,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 12:29:17,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 12:29:52,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 12:30:27,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 12:31:2,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 12:31:37,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 12:32:12,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 12:32:47,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 12:33:22,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 12:33:57,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 12:34:32,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 12:35:7,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 12:35:42,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 12:36:17,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 12:36:52,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 12:37:27,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 12:38:2,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 12:38:37,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 12:39:12,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 12:39:47,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 12:40:22,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 12:40:57,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 12:41:32,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 12:42:7,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 12:42:43,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 12:43:18,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 12:43:53,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 12:44:28,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 12:45:3,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 12:45:38,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 12:46:13,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 12:46:48,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 12:47:23,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 12:47:58,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 12:48:33,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 12:49:8,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 12:49:43,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 12:50:18,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 12:50:53,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 12:51:28,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 12:52:3,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 12:52:38,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 12:53:13,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 12:53:48,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 12:54:23,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 12:54:58,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 12:55:33,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 12:56:8,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 12:56:44,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 12:57:19,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 12:57:54,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 12:58:29,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 12:59:4,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 12:59:39,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 13:0:14,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 13:0:49,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 13:1:24,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 13:1:59,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 13:2:34,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 13:3:9,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 13:3:44,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 13:4:19,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 13:4:54,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 13:5:29,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 13:6:4,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 13:6:39,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 13:7:14,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 13:7:49,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 13:8:24,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 13:8:59,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 13:9:34,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 13:10:9,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 13:10:44,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 13:11:20,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 13:11:55,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 13:12:30,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 13:13:5,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 13:13:40,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 13:14:15,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 13:14:50,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 13:15:25,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 13:16:0,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 13:16:35,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 13:17:10,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 13:17:45,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 13:18:20,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 13:18:55,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 13:19:30,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 13:20:5,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 13:20:40,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 13:21:15,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 13:21:50,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 13:22:25,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 13:23:0,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 13:23:35,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 13:24:10,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 13:24:46,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 13:25:21,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 13:25:56,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 13:26:31,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 13:27:6,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 13:27:41,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 13:28:16,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 13:28:51,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 13:29:26,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 13:30:1,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 13:30:36,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 13:31:11,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 13:31:46,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 13:32:21,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 13:32:56,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 13:33:31,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 13:34:6,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 13:34:41,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 13:35:16,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 13:35:51,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 13:36:26,系统库存: 2020000，库存变化: 0 
时间: 2017-8-18 13:37:1,系统库存: 2020000，库存变化: 10000 
时间: 2017-8-18 13:37:36,系统库存: 2030000，库存变化: 10000 
时间: 2017-8-18 13:38:12,系统库存: 2040000，库存变化: 0 
时间: 2017-8-18 13:38:47,系统库存: 2040000，库存变化: 0 
时间: 2017-8-18 13:39:22,系统库存: 2040000，库存变化: 0 
时间: 2017-8-18 13:39:57,系统库存: 2040000，库存变化: 0 
时间: 2017-8-18 13:40:32,系统库存: 2040000，库存变化: 0 
时间: 2017-8-18 13:41:7,系统库存: 2040000，库存变化: 0 
时间: 2017-8-18 13:41:42,系统库存: 2040000，库存变化: 0 
时间: 2017-8-18 13:42:17,系统库存: 2040000，库存变化: 0 
时间: 2017-8-18 13:42:52,系统库存: 2040000，库存变化: 0 
时间: 2017-8-18 13:43:27,系统库存: 2040000，库存变化: 0 
时间: 2017-8-18 13:44:2,系统库存: 2040000，库存变化: 0 
时间: 2017-8-18 13:44:37,系统库存: 2040000，库存变化: 0 
时间: 2017-8-18 13:45:12,系统库存: 2040000，库存变化: 0 
时间: 2017-8-18 13:45:47,系统库存: 2040000，库存变化: 0 
时间: 2017-8-18 13:46:22,系统库存: 2040000，库存变化: 0 
时间: 2017-8-18 13:46:57,系统库存: 2040000，库存变化: 0 
时间: 2017-8-18 13:47:32,系统库存: 2040000，库存变化: 0 
时间: 2017-8-18 13:48:35,系统库存: 2040000，库存变化: 0 
时间: 2017-8-18 13:49:14,系统库存: 2040000，库存变化: 0 
时间: 2017-8-18 13:49:49,系统库存: 2040000，库存变化: 10000 
时间: 2017-8-18 13:50:25,系统库存: 2050000，库存变化: 0 
时间: 2017-8-18 13:51:3,系统库存: 2050000，库存变化: 0 
时间: 2017-8-18 13:51:42,系统库存: 2050000，库存变化: 10000 
时间: 2017-8-18 13:52:19,系统库存: 2060000，库存变化: 0 
时间: 2017-8-18 13:52:54,系统库存: 2060000，库存变化: 0 
时间: 2017-8-18 13:53:29,系统库存: 2060000，库存变化: 0 
时间: 2017-8-18 13:54:4,系统库存: 2060000，库存变化: 0 
时间: 2017-8-18 13:54:39,系统库存: 2060000，库存变化: 0 
